"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 35 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 42 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 45 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 53 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 60 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan Uninterruptible Power Supply (UPS) SMKN 9 ","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Pengadaan buku Ensiklopedia Situs-situs Populer dalam Al-quran dan Kehidupan Rasullah SAW","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKBAR","Penumbuhan Dan Peningkatan Idealisme Dan Demokrasi Bagi Pelajar SMK Jakarta Selatan","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Talent Mapping Bagi Pemuda/Remaja Wilayah Jakarta Barat","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKBAR","Workshop Pengenalan Anti Korupsi Bagi Remaja","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKPUS","Pengadaan Sarana Pembelajaran Berbasiskan Teknologi Informasi dan Multimedia untuk Peningkatan Kapasitas dan Penyerapan Materi","NA","4999500000","NA","4999500000"
"E","Sudin Pendidikan Menengah - JAKPUS","Workshop Peningkatan Hasil Belajar Siswa melalui Hypnoteaching bagi Para Guru SMA/SMK","NA","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Camp Enterpeneur Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Cipta karya kreatifitas bagi pelajar SMK Jakarta Selatan","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Edukasi Pencegahan Bahaya Pergaulan Bebas Bagi Siswa SMK","0","350000000","NA","350000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Motivasi Peningkatan Kemampuan Non Akademis Siswa SMI","0","350000000","NA","350000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pemantapan Potensi Minat Bakat Bagi Pelajar SMA (Talent Mapping)","0","350000000","NA","350000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pembentukan Jiwa Patriotisme Bagi Siswa SMK","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Alat Interactive Learning Simulation","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Alat Pendidikan Teknologi Dasar Broadcasting untuk SMAN","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Batavia Era Kolonial Hingga Jokowi","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Dari Delman Menuju MRT","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Dari Kampung Hingga Metropolitan","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Ensiklopedia Kemukjizatan AlQuran dan Sunnah untuk Siswa SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Jakarta Dulu Rawa Sekarang Pencakar Langit","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Pemahaman Empat Pilar Kebangsaan untuk SMA/SMK Mengenal Pilar Bangsa dan Negara","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Buku Perempuan Betawi dari Menyusui Hingga Tokoh","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Digital Copier & Library Dokumen Manajemen untuk SMP","0","3000000000","NA","3000000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Digital Paperwork Solution (Mesin Penyusun Kertas) untuk SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Digital Paperwork Solution Untuk Sekolah","0","4000000000","NA","4000000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan E-Learning School Management untuk SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan E-Learning School Management untuk SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan E-Stock Inventory untuk SMA (lanjutan)","0","4500000000","NA","4500000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan E-Stock Inventory untuk SMK (lanjutan)","0","2500000000","NA","2500000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Global Future Learning untuk SMA","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Global Future Learning untuk SMK","0","6000000000","NA","6000000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Lampu LED Broadcasting SMA/SMK","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Multimedia AnimatorAnatomical SMA","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana IBE DVT (Digital Vision Touch Interactive Board Expert) SMA","0","4050000000","NA","4050000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana IBE DVT (Digital Vision Touch Interactive Board Expert) SMK","0","3500000000","NA","3500000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran Berbasiskan Teknologi Informasi dan Multimedia untuk Peningkatan Kapasitas dan Penyerapan Materi","NA","4999500000","NA","4999500000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Cilandak","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Jagakarsa 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Kebayoran Baru 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Kebayoran Lama 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Kec. Pancoran","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Kec. Pancoran","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Mampang Prapatan","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Mampang Prapatan","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Pasar Minggu","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Pesanggrahan 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Setia Budi 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMA Kec. Tebet 2 Sekolah","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengadaan Sarana Pembelajaran IBE DVT (Digital Vision Touch Interaktif Board Expert) SMK Kec. Kebayoran Lama","NA","NA","NA","NA"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengembangan kemampuan berkomunikasi bagi siswa SMA","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Pengembangan minat bakat bagi siswa SMA","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Peningkatan Mutu Guru Bidang Studi Tata Boga, Tata Busana, Kimia SMK dan BK","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Peningkatan management wirausaha bagi siswa SMA\","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Peningkatan pemahaman agresitifitas diri dan kecerdasan emosional bagi pelajar SMK","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 108","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 116","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 29","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 3","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 32","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 34","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 37","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 38","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 43","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 46","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 47","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 49","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 6","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 60","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 66","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 70","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 74","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 8","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 86","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 87","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 90","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMA Negeri 97","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 15","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 25","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 28","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 29","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 30","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 41","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 47","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 57","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 62","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Perencanaan X-1 Gedung SMK Negeri 8","0","NA","NA","0"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop Mengembangkan dan meningkatkan Kompetensi Soft Skill bagi Siswa ","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop Menjadi Publik Speaking yang handal dan cerdas bagi siswa berprestasi ","0","227000000","NA","227000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop Pengembangan dan implementasi komunikasi yang efektif dan berbicara di depan publik bagi Siswa","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop Pengembangan kemampuan di dunia broadcasting (penyiaran) bagi Siswa","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop Peningkatan pengelolaan manajemen kesekretariatan organisasi kesiswaan di sekolah","0","300000000","NA","300000000"
"E","Sudin Pendidikan Menengah - JAKSEL","Workshop peningkatan motivasi berprestasi bagi siswa SMA","0","250000000","NA","250000000"
"E","Sudin Pendidikan Menengah - JAKTIM","Pengadaan Sarana Pembelajaran Berbasiskan Teknologi Informasi dan Multimedia untuk Peningkatan Kapasitas dan Penyerapan Materi","NA","4999500000","NA","4999500000"
"E","Sudin Pendidikan Menengah - JAKUT","Pengadaan Sarana Pembelajaran Berbasiskan Teknologi Informasi dan Multimedia untuk Peningkatan Kapasitas dan Penyerapan Materi","NA","4999500000","NA","4999500000"
"E","Sudin Pendidikan Menengah Jakarta Barat","Pengadaan Alat Visual Interaktif Berbasis Multimedia Pengajaran Elektronik Untuk SMA","NA","5000000000","NA","5000000000"
"E","Sudin Pendidikan Menengah Jakarta Barat","Pengadaan Pembelajaran Berbasis Education Wireless Interaktif Sistem dan Multimedia Interaktif","NA","1000000000","NA","1000000000"
"E","Sudin Pendidikan Menengah Jakarta Pusat","Pengadaan Pembelajaran Berbasis Education Wireless Interaktif Sistem dan Multimedia Interaktif","NA","1000000000","NA","1000000000"
"E","Sudin Pendidikan Menengah Jakarta Utara","Pengadaan Pembelajaran Berbasis Education Wireless Interaktif Sistem dan Multimedia Interaktif","NA","1000000000","NA","1000000000"
"E","Sudin Sosial - JAKBAR","Fasilitasi Kegiatan Lembaga Keagamaan untuk SEMILOKA Masalah Remaja, MIRAS dan NARKOBA","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Lomba Perpustakaan Remaja dan Karang Taruna Kelurahan","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Pelatihan Manajemen Keuangan bagi Pelaku Usaha Mikro yang tergabung dalam Kelompok Usaha Bersama (KUBE)","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Pelatihan Penghimpunan & Pengolahan Data/Informasi Permasalahan dan Kegiatan Remaja untuk Karang Taruna ","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Pelatihan Perpustakaan Remaja Karang Taruna untuk Pengurus Karang Taruna Kelurahan","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Pelatihan pengembangan Usaha Mikro bagi Pemuda dan Karang Taruna","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Penguatan Kapasitas Kepemimpinan dan Manajemen Kepemudaan melalui outbound untuk Karang Taruna","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Sayembara Poster Tingkat Kecamatan bagi Pemuda dan Karang Taruna Tema: Pencegahan Kekerasan SEX pada Anak-Anak","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Seminar dan lokakarya (SEMILOKA) Masalah Remaja, MIRAS dan NARKOBA untuk Pengurus Organisasi Kepemudaan Tingkat Kelurahan ","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Sosialisasi Bahaya dan Dampak Korban MIRAS dan NARKOBA untuk Karang Taruna","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Sosialisasi Masalah dan Pencegahan Anak terhadap penyimpangan/kekerasan sexual untuk Karang Taruna","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKBAR","Sosialisasi Masalah dan Pencegahan Anak terhadap penyimpangan/kekerasan sexual untuk pengurus PKK tingkat kelurahan","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","Pelatihan Management potensi diri Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","Pelatihan Management potensi diri Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKSEL","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKSEL","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKSEL","Workshop Remaja Panti Anti Aids dan Narkoba ","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","Workshop Remaja Panti Anti Aids dan Narkoba ","0","NA","NA","0"
"E","Sudin Sosial - JAKSEL","pelatihan Tekhnik pleno dan persidangan bagi remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKSEL","pelatihan Tekhnik pleno dan persidangan bagi remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","Pelatihan Management potensi diri Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","Pelatihan Management potensi diri Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKTIM","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKTIM","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKTIM","Workshop Remaja Panti Anti Aids dan Narkoba ","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","Workshop Remaja Panti Anti Aids dan Narkoba ","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKTIM","pelatihan Tekhnik pleno dan persidangan bagi remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKTIM","pelatihan Tekhnik pleno dan persidangan bagi remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKUT","Optimalisasi Potensi Sumber Kesos dalam Pengurangan PMKS di Kota Adm. Jakarta Selatan","0","275000000","NA","275000000"
"E","Sudin Sosial - JAKUT","Pelatihan Bimbingan Ketahanan Sosial Remaja Karang Taruna dalam Penanganan Kesejahteraan Sosial","0","250000000","NA","250000000"
"E","Sudin Sosial - JAKUT","Pelatihan Management potensi diri Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKUT","Pelatihan Management potensi diri Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKUT","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKUT","Pelatihan Nilai Etika, Sosial dan Keagamaan Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKUT","Pelatihan Pengembangan Kepribadian Bagi Remaja Karang Taruna","0","250000000","NA","250000000"
"E","Sudin Sosial - JAKUT","Pelatihan Tanggap Bencana bagi Remaja di daerah Rawan Bencana Tk. Kota","0","375000000","NA","375000000"
"E","Sudin Sosial - JAKUT","Pelatihan Tanggap Bencana dan Dapur Umum Bagi Anggota PKK di Daerah Rawan Bencana Tk. Kota","0","375000000","NA","375000000"
"E","Sudin Sosial - JAKUT","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","NA","NA","0"
"E","Sudin Sosial - JAKUT","Pelatihan Tekhnik Dasar Komunikasi Bagi Remaja Panti","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKUT","Pemberdayaan Wanita Rawan Ekonomi Tk. Kota","0","350000000","NA","350000000"
"E","Sudin Sosial - JAKUT","Pemberdayaan Wanita Rawan Sosial Tk. Kota","0","300000000","NA","300000000"
"E","Sudin Sosial - JAKUT","Pengadaan Perlengkapan Atribut Karang Taruna","0","150000000","NA","150000000"
"E","Sudin Sosial - JAKUT","Pengadaan Sarana dan Prasarana Penunjang Bagi Korban Bencana","0","425000000","NA","425000000"
"E","Sudin Sosial - JAKUT","Pengembangan Pengelolaan SKKT Tk. Kota","0","390000000","NA","390000000"
"E","Sudin Sosial - JAKUT","Pengembangan Wawasan Karang Taruna Terhadap Dunia Usaha","0","385000000","NA","385000000"
"E","Sudin Sosial - JAKUT","Peningkatan Pemahaman Orang Terlantar Bagi Tokoh Masyarakat","0","275000000","NA","275000000"
"E","Sudin Sosial - JAKUT","Peran Serta Pemuda untuk Berpartisipasi Penanggulangan Bencana","0","300000000","NA","300000000"
